ID,Date,Profit,Capacity_Score,Area,Age,Food_Diversity_Score,Type,Price_Range,Lat,Long,City,State
4366,12/14/2026,67044.91049,4,Suburbs,Recent,7,Cafeteria,3,42.70582,-73.76407,Albany,NY
4367,12/15/2026,217977.3768,1,Suburbs,Well-Known,4,Full Service Restaurant,4,42.68539,-73.82541,Albany,NY
4368,12/16/2026,127185.1019,3,Downtown,Developed,2,Cafeteria,3,42.88182,-73.98204,Schenectady,NY
4369,12/17/2026,88215.31865,3,Suburbs,Developed,1,Cafeteria,1,42.74956,-73.9246,Schenectady,NY
4370,12/18/2026,182201.2272,7,Suburbs,Developed,1,Full Service Restaurant,4,42.7741,-73.8973,Schenectady,NY
4371,12/19/2026,131949.7521,7,Suburbs,Developed,2,Cafeteria,5,42.81215,-73.95043,Schenectady,NY
4372,12/20/2026,118940.6366,3,Downtown,Well-Known,5,Full Service Restaurant,5,42.80481,-74.02857,Schenectady,NY
4373,12/21/2026,144829.037,4,Suburbs,Developed,6,Full Service Restaurant,1,42.80503,-73.93364,Schenectady,NY
4374,12/22/2026,146392.9099,2,Suburbs,Well-Known,7,Banquet,3,42.82157,-73.91999,Schenectady,NY
4375,12/23/2026,154466.693,2,Downtown,Well-Known,2,Full Service Restaurant,3,42.79915,-73.86951,Schenectady,NY
4376,12/24/2026,143068.688,1,Downtown,Developed,2,Cafeteria,4,41.93558,-74.05278,Kingston,NY
4377,12/25/2026,112288.1565,4,Downtown,Developed,6,Banquet,3,41.81464,-74.23593,Accord,NY
4378,12/26/2026,147686.2278,3,Suburbs,Developed,10,Cafeteria,3,42.32139,-74.08988,Acra,NY
4379,12/27/2026,174821.0372,6,Suburbs,Developed,2,Banquet,4,42.10202,-74.55241,Arkville,NY
4380,12/28/2026,150528.3615,3,Downtown,Developed,9,Full Service Restaurant,1,42.31761,-74.35824,Ashland,NY
4381,12/29/2026,172047.8854,7,Suburbs,Recent,7,Full Service Restaurant,1,42.04364,-74.16684,Bearsville,NY
4382,12/30/2026,105333.3786,1,Suburbs,Well-Known,2,Banquet,1,42.0699,-74.44976,Big Indian,NY
4383,12/31/2026,68838.97186,5,Suburbs,Recent,7,Cafeteria,2,41.87608,-74.04552,Bloomington,NY
4384,1/1/2027,150845.1623,4,Suburbs,Recent,1,Full Service Restaurant,2,42.01273,-74.27957,Boiceville,NY
4385,1/2/2027,136361.7508,2,Downtown,Developed,4,Banquet,1,42.31255,-74.02123,Cairo,NY
4386,1/3/2027,108397.0197,2,Suburbs,Recent,8,Cafeteria,2,42.22399,-73.92037,Catskill,NY
4387,1/4/2027,175275.3991,4,Suburbs,Developed,7,Banquet,1,42.10067,-74.28871,Chichester,NY
4388,1/5/2027,134981.9993,3,Downtown,Recent,6,Full Service Restaurant,1,41.90682,-73.98998,Connelly,NY
4389,1/6/2027,125806.746,7,Downtown,Well-Known,9,Cafeteria,4,42.35877,-74.16173,Cornwallville,NY
4390,1/7/2027,121931.5053,7,Suburbs,Recent,3,Cafeteria,4,41.85962,-74.10349,Cottekill,NY
4391,1/8/2027,101993.6259,6,Downtown,Recent,4,Cafeteria,5,41.67113,-74.3793,Cragsmoor,NY
4392,1/9/2027,91467.10072,7,Suburbs,Recent,10,Cafeteria,2,42.2486,-74.54307,Denver,NY
4393,1/10/2027,118011.5308,4,Downtown,Recent,5,Banquet,5,42.3926,-74.20334,Durham,NY
4394,1/11/2027,66748.63436,6,Suburbs,Recent,5,Cafeteria,1,42.37921,-74.10974,East Durham,NY
4395,1/12/2027,111551.8097,1,Suburbs,Developed,4,Full Service Restaurant,3,42.24686,-74.13529,East Jewett,NY
4396,1/13/2027,131147.1565,1,Downtown,Well-Known,9,Full Service Restaurant,2,42.14078,-74.13729,Elka Park,NY
4397,1/14/2027,87101.28786,1,Suburbs,Developed,1,Cafeteria,2,41.73903,-74.44489,Ellenville,NY
4398,1/15/2027,142148.7278,6,Downtown,Recent,4,Cafeteria,1,41.8291,-73.97495,Esopus,NY
4399,1/16/2027,113719.551,5,Suburbs,Developed,3,Cafeteria,5,42.20346,-74.49959,Fleischmanns,NY
4400,1/17/2027,106976.319,2,Suburbs,Developed,9,Banquet,3,42.36032,-74.02069,Freehold,NY
4401,1/18/2027,150487.6345,2,Downtown,Well-Known,4,Full Service Restaurant,5,42.04431,-73.94446,Glasco,NY
4402,1/19/2027,140091.5577,2,Suburbs,Developed,1,Full Service Restaurant,1,42.00337,-74.15849,Glenford,NY
4403,1/20/2027,157500.5038,2,Suburbs,Well-Known,2,Banquet,3,42.36051,-74.50076,Grand Gorge,NY
4404,1/21/2027,188145.2404,1,Suburbs,Developed,6,Banquet,3,41.7288,-74.5187,Greenfield Park,NY
4405,1/22/2027,179251.2403,5,Downtown,Well-Known,7,Full Service Restaurant,2,42.19555,-74.07411,Haines Falls,NY
4406,1/23/2027,138705.997,4,Downtown,Well-Known,2,Banquet,4,42.20791,-74.60127,Halcottsville,NY
4407,1/24/2027,163172.4477,5,Downtown,Recent,7,Cafeteria,5,42.29608,-74.18386,Hensonville,NY
4408,1/25/2027,165916.9334,3,Suburbs,Well-Known,1,Full Service Restaurant,4,41.77871,-74.17726,High Falls,NY
4409,1/26/2027,112557.2094,3,Suburbs,Recent,1,Full Service Restaurant,4,42.1353,-74.50865,Highmount,NY
4410,1/27/2027,170217.9488,3,Downtown,Developed,6,Full Service Restaurant,4,42.21526,-74.23674,Hunter,NY
4411,1/28/2027,108463.4856,4,Downtown,Well-Known,5,Cafeteria,5,41.93397,-74.08537,Hurley,NY
4412,1/29/2027,148664.8607,7,Downtown,Well-Known,3,Banquet,3,42.26319,-74.29672,Jewett,NY
4413,1/30/2027,169058.4132,4,Suburbs,Well-Known,9,Full Service Restaurant,4,41.80597,-74.32554,Kerhonkson,NY
4414,1/31/2027,215204.9391,7,Downtown,Well-Known,6,Full Service Restaurant,1,42.07925,-74.1829,Lake Hill,NY
4415,2/1/2027,74715.76804,1,Suburbs,Recent,1,Cafeteria,5,41.99355,-73.9931,Lake Katrine,NY
4416,2/2/2027,148274.9055,6,Downtown,Developed,1,Banquet,1,42.13328,-74.24421,Lanesville,NY
4417,2/3/2027,117522.9955,5,Downtown,Recent,10,Banquet,2,42.30526,-73.95016,Leeds,NY
4418,2/4/2027,170287.8679,5,Suburbs,Developed,9,Cafeteria,5,42.25765,-74.36122,Lexington,NY
4419,2/5/2027,146403.9538,5,Downtown,Recent,3,Full Service Restaurant,2,42.09341,-73.93634,Malden On Hudson,NY
4420,2/6/2027,93116.97005,5,Suburbs,Recent,1,Cafeteria,3,42.28669,-74.15098,Maplecrest,NY
4421,2/7/2027,175445.0148,6,Downtown,Developed,9,Cafeteria,5,42.13971,-74.65986,Margaretville,NY
4422,2/8/2027,159035.5343,3,Downtown,Developed,2,Full Service Restaurant,4,42.03317,-73.99706,Mount Marion,NY
4423,2/9/2027,215029.2873,5,Suburbs,Well-Known,6,Full Service Restaurant,1,42.04406,-74.2525,Mount Tremper,NY
4424,2/10/2027,111289.025,2,Downtown,Recent,2,Banquet,1,41.81571,-74.41994,Napanoch,NY
4425,2/11/2027,169796.1618,5,Downtown,Well-Known,10,Cafeteria,1,42.23647,-74.68027,New Kingston,NY
4426,2/12/2027,78741.25214,2,Suburbs,Developed,6,Cafeteria,3,42.41081,-74.15606,Oak Hill,NY
4427,2/13/2027,149783.0903,5,Downtown,Recent,2,Full Service Restaurant,5,41.90889,-74.26928,Olivebridge,NY
4428,2/14/2027,106201.3594,2,Suburbs,Well-Known,3,Cafeteria,2,42.19997,-74.01727,Palenville,NY
4429,2/15/2027,127683.0317,1,Downtown,Well-Known,10,Full Service Restaurant,3,42.03513,-74.35126,Phoenicia,NY
4430,2/16/2027,101632.8626,6,Downtown,Well-Known,4,Cafeteria,4,42.1531,-74.46732,Pine Hill,NY
4431,2/17/2027,167196.8832,6,Suburbs,Well-Known,1,Cafeteria,4,41.90425,-73.97908,Port Ewen,NY
4432,2/18/2027,131799.1264,7,Downtown,Well-Known,5,Full Service Restaurant,1,42.29895,-74.42302,Prattsville,NY
4433,2/19/2027,161627.032,7,Downtown,Well-Known,4,Cafeteria,1,42.44715,-74.23917,Preston Hollow,NY
4434,2/20/2027,128838.2729,6,Downtown,Developed,8,Cafeteria,1,42.29589,-74.07723,Purling,NY
4435,2/21/2027,172032.3277,7,Downtown,Well-Known,8,Cafeteria,3,41.84147,-74.04122,Rifton,NY
4436,2/22/2027,167260.3197,6,Downtown,Developed,5,Full Service Restaurant,4,41.84608,-74.07873,Rosendale,NY
4437,2/23/2027,173228.6728,3,Suburbs,Well-Known,5,Cafeteria,2,42.25818,-74.04101,Round Top,NY
4438,2/24/2027,141963.2221,7,Suburbs,Well-Known,3,Cafeteria,5,42.29729,-74.57932,Roxbury,NY
4439,2/25/2027,144644.2578,7,Suburbs,Recent,7,Cafeteria,2,42.0152,-74.01543,Ruby,NY
4440,2/26/2027,163125.3709,5,Suburbs,Recent,4,Banquet,4,42.08592,-73.9998,Saugerties,NY
4441,2/27/2027,165965.3494,1,Suburbs,Developed,1,Full Service Restaurant,3,42.13631,-74.37742,Shandaken,NY
4442,2/28/2027,169892.2752,4,Downtown,Developed,4,Full Service Restaurant,4,41.98299,-74.22481,Shokan,NY
4443,3/1/2027,109454.2525,4,Suburbs,Recent,8,Cafeteria,4,42.26813,-73.95546,South Cairo,NY
4444,3/2/2027,158226.4251,7,Suburbs,Developed,6,Banquet,1,41.67552,-74.42136,Spring Glen,NY
4445,3/3/2027,121157.4381,6,Suburbs,Well-Known,2,Full Service Restaurant,1,41.87104,-74.17495,Stone Ridge,NY
4446,3/4/2027,99424.04593,2,Downtown,Developed,4,Cafeteria,3,42.2032,-74.14374,Tannersville,NY
4447,3/5/2027,154448.4623,4,Suburbs,Well-Known,1,Banquet,1,41.83381,-74.06256,Tillson,NY
4448,3/6/2027,209847.7523,2,Downtown,Well-Known,1,Full Service Restaurant,2,41.85934,-73.99538,Ulster Park,NY
4449,3/7/2027,120366.5901,5,Suburbs,Developed,9,Full Service Restaurant,4,41.75069,-74.35549,Wawarsing,NY
4450,3/8/2027,117204.2199,1,Suburbs,Developed,9,Cafeteria,3,42.12466,-73.92605,West Camp,NY
4451,3/9/2027,140992.3905,6,Downtown,Well-Known,1,Banquet,3,41.96747,-74.13696,West Hurley,NY
4452,3/10/2027,160728.2412,6,Downtown,Well-Known,9,Cafeteria,1,42.18491,-74.33575,West Kill,NY
4453,3/11/2027,179104.8649,6,Downtown,Developed,8,Full Service Restaurant,1,41.79614,-73.97687,West Park,NY
4454,3/12/2027,144749.4984,7,Downtown,Recent,2,Cafeteria,4,41.9566,-74.29289,West Shokan,NY
4455,3/13/2027,106828.2345,3,Suburbs,Recent,4,Cafeteria,3,42.08489,-74.24067,Willow,NY
4456,3/14/2027,165685.089,5,Downtown,Well-Known,5,Full Service Restaurant,4,42.32647,-74.27376,Windham,NY
4457,3/15/2027,79500.606,3,Downtown,Developed,3,Cafeteria,2,42.04851,-74.10639,Woodstock,NY
4458,3/16/2027,186097.9749,3,Downtown,Recent,10,Full Service Restaurant,5,41.85964,-73.55857,Amenia,NY
4459,3/17/2027,134058.7669,3,Downtown,Recent,9,Full Service Restaurant,5,42.08515,-73.65507,Ancram,NY
4460,3/18/2027,130998.5131,4,Downtown,Developed,7,Full Service Restaurant,4,42.0385,-73.58041,Ancramdale,NY
4461,3/19/2027,125684.7261,1,Downtown,Recent,10,Banquet,3,42.02963,-73.91605,Annandale On Hudson,NY
4462,3/20/2027,84255.18592,3,Suburbs,Recent,2,Banquet,1,42.00374,-73.92069,Barrytown,NY
4463,3/21/2027,125245.8141,4,Suburbs,Recent,3,Banquet,2,41.49675,-73.95384,Beacon,NY
4464,3/22/2027,215908.9065,5,Suburbs,Well-Known,8,Full Service Restaurant,5,41.55181,-73.96613,Chelsea,NY
4465,3/23/2027,140625.4522,3,Downtown,Developed,5,Banquet,4,42.21761,-73.72778,Claverack,NY
4466,3/24/2027,162704.6014,4,Suburbs,Developed,9,Cafeteria,1,41.87279,-73.76292,Clinton Corners,NY
4467,3/25/2027,80115.04803,1,Downtown,Developed,2,Cafeteria,5,41.68301,-74.06266,Clintondale,NY
4468,3/26/2027,131214.0358,4,Suburbs,Recent,4,Full Service Restaurant,2,42.11175,-73.56537,Copake,NY
4469,3/27/2027,157232.2832,4,Downtown,Well-Known,7,Banquet,5,42.11828,-73.512,Copake Falls,NY
4470,3/28/2027,171452.0054,1,Suburbs,Well-Known,10,Banquet,3,41.41613,-74.03946,Cornwall,NY
4471,3/29/2027,188387.3193,2,Downtown,Developed,1,Banquet,1,41.43298,-74.00598,Cornwall On Hudson,NY
4472,3/30/2027,212206.6995,6,Downtown,Recent,7,Full Service Restaurant,5,42.1701,-73.65029,Craryville,NY
4473,3/31/2027,205172.9601,1,Suburbs,Well-Known,6,Full Service Restaurant,4,41.72043,-73.59681,Dover Plains,NY
4474,4/1/2027,86899.72468,4,Downtown,Recent,10,Cafeteria,4,42.08684,-73.75327,Elizaville,NY
4475,4/2/2027,93432.74757,4,Suburbs,Developed,4,Banquet,2,41.52964,-73.89257,Fishkill,NY
4476,4/3/2027,108844.6562,5,Suburbs,Developed,3,Cafeteria,3,41.68638,-74.18568,Gardiner,NY
4477,4/4/2027,167895.8244,7,Suburbs,Developed,5,Full Service Restaurant,4,42.12185,-73.85885,Germantown,NY
4478,4/5/2027,116151.0685,6,Downtown,Recent,5,Cafeteria,4,41.51944,-73.93565,Glenham,NY
4479,4/6/2027,116748.2265,6,Suburbs,Developed,10,Cafeteria,5,41.71884,-74.00447,Highland,NY
4480,4/7/2027,118692.3281,5,Suburbs,Recent,3,Cafeteria,3,42.21555,-73.53709,Hillsdale,NY
4481,4/8/2027,203274.1108,5,Suburbs,Developed,4,Full Service Restaurant,4,42.20743,-73.68788,Hollowville,NY
4482,4/9/2027,180969.5483,3,Suburbs,Developed,8,Banquet,3,41.5369,-73.66963,Holmes,NY
4483,4/10/2027,179637.9136,5,Downtown,Developed,4,Full Service Restaurant,3,41.56031,-73.79397,Hopewell Junction,NY
4484,4/11/2027,179613.2533,4,Suburbs,Developed,7,Banquet,4,42.22273,-73.75158,Hudson,NY
4485,4/12/2027,115807.9699,6,Suburbs,Developed,8,Banquet,1,41.79248,-73.89308,Hyde Park,NY
4486,4/13/2027,189339.7144,4,Suburbs,Well-Known,6,Full Service Restaurant,5,41.6708,-73.7251,Lagrangeville,NY
4487,4/14/2027,184981.3857,2,Suburbs,Developed,7,Full Service Restaurant,2,41.60744,-73.99732,Marlboro,NY
4488,4/15/2027,131684.2147,3,Downtown,Developed,9,Banquet,5,41.49327,-74.17578,Maybrook,NY
4489,4/16/2027,156598.1726,2,Downtown,Well-Known,6,Full Service Restaurant,4,41.79056,-73.67398,Millbrook,NY
4490,4/17/2027,145577.4729,1,Downtown,Recent,2,Cafeteria,5,41.96789,-73.5345,Millerton,NY
4491,4/18/2027,120181.294,7,Suburbs,Developed,6,Cafeteria,3,41.65596,-73.98512,Milton,NY
4492,4/19/2027,184171.4706,2,Downtown,Recent,1,Banquet,2,41.65987,-74.10747,Modena,NY
4493,4/20/2027,185182.2378,3,Downtown,Well-Known,6,Banquet,5,41.53004,-74.25872,Montgomery,NY
4494,4/21/2027,143178.1314,3,Suburbs,Well-Known,4,Full Service Restaurant,2,41.5372,-74.05256,Newburgh,NY
4495,4/22/2027,190263.3543,5,Suburbs,Well-Known,4,Full Service Restaurant,5,41.45711,-74.07564,New Windsor,NY
4496,4/23/2027,185183.7836,2,Downtown,Developed,6,Banquet,4,41.75498,-74.09752,New Paltz,NY
4497,4/24/2027,107054.648,3,Downtown,Developed,5,Cafeteria,2,41.49457,-73.58745,Patterson,NY
4498,4/25/2027,139382.4058,1,Downtown,Recent,8,Banquet,2,41.57751,-73.58674,Pawling,NY
4499,4/26/2027,105795.0826,3,Suburbs,Well-Known,8,Cafeteria,2,42.24852,-73.6463,Philmont,NY
4500,4/27/2027,187097.1093,3,Suburbs,Well-Known,7,Banquet,5,41.62101,-74.33126,Pine Bush,NY
4501,4/28/2027,151248.3344,2,Suburbs,Developed,2,Full Service Restaurant,4,41.98247,-73.64953,Pine Plains,NY
4502,4/29/2027,214672.1677,7,Downtown,Well-Known,10,Full Service Restaurant,1,41.73432,-73.79584,Pleasant Valley,NY
4503,4/30/2027,132213.8437,3,Suburbs,Developed,9,Banquet,1,41.61935,-73.67232,Poughquag,NY
4504,5/1/2027,96636.20899,2,Suburbs,Recent,1,Cafeteria,5,42.0057,-73.80906,Red Hook,NY
4505,5/2/2027,157001.9723,7,Suburbs,Well-Known,5,Banquet,5,41.92526,-73.87204,Rhinebeck,NY
4506,5/3/2027,167532.5256,3,Suburbs,Recent,6,Banquet,3,41.91773,-73.94563,Rhinecliff,NY
4507,5/4/2027,145383.0605,6,Suburbs,Well-Known,10,Full Service Restaurant,2,41.47844,-74.15408,Rock Tavern,NY
4508,5/5/2027,161831.3761,3,Suburbs,Developed,2,Full Service Restaurant,2,41.42586,-74.12296,Salisbury Mills,NY
4509,5/6/2027,137150.7391,2,Suburbs,Developed,5,Banquet,1,41.80843,-73.79486,Salt Point,NY
4510,5/7/2027,87514.06757,6,Downtown,Recent,10,Cafeteria,1,41.85424,-73.87222,Staatsburg,NY
4511,5/8/2027,182705.0328,2,Downtown,Well-Known,9,Full Service Restaurant,5,41.90699,-73.69347,Stanfordville,NY
4512,5/9/2027,101460.1719,5,Downtown,Developed,1,Cafeteria,4,41.54448,-73.73509,Stormville,NY
4513,5/10/2027,171071.6638,5,Downtown,Developed,3,Banquet,4,42.06131,-73.86652,Tivoli,NY
4514,5/11/2027,167110.0561,2,Suburbs,Developed,7,Cafeteria,1,41.72485,-73.7009,Verbank,NY
4515,5/12/2027,163665.2606,4,Downtown,Well-Known,3,Cafeteria,4,41.56504,-74.17331,Walden,NY
4516,5/13/2027,130419.5241,6,Downtown,Developed,8,Cafeteria,1,41.62667,-74.15905,Wallkill,NY
4517,5/14/2027,111330.2349,3,Downtown,Well-Known,8,Banquet,3,41.59496,-73.88774,Wappingers Falls,NY
4518,5/15/2027,166288.1368,3,Suburbs,Developed,8,Full Service Restaurant,1,41.79141,-73.55412,Wassaic,NY
4519,5/16/2027,149409.0156,5,Downtown,Recent,8,Cafeteria,5,41.6684,-73.55016,Wingdale,NY
4520,5/17/2027,176013.4576,3,Suburbs,Developed,4,Full Service Restaurant,2,41.70358,-73.91165,Poughkeepsie,NY
4521,5/18/2027,139851.3683,2,Suburbs,Recent,8,Cafeteria,3,41.67822,-73.86547,Poughkeepsie,NY
4522,5/19/2027,124568.4013,4,Suburbs,Recent,8,Banquet,4,41.68846,-73.89206,Poughkeepsie,NY
4523,5/20/2027,193735.6774,4,Suburbs,Recent,7,Full Service Restaurant,3,41.64914,-74.70027,Monticello,NY
4524,5/21/2027,180527.0871,2,Suburbs,Well-Known,9,Banquet,4,41.48855,-74.91187,Barryville,NY
4525,5/22/2027,128282.046,2,Suburbs,Developed,4,Cafeteria,2,41.65846,-74.90424,Bethel,NY
4526,5/23/2027,160154.5109,6,Suburbs,Recent,9,Cafeteria,4,41.56748,-74.42892,Bloomingburg,NY
4527,5/24/2027,200044.0709,3,Downtown,Well-Known,8,Full Service Restaurant,3,41.59064,-74.37424,Burlingham,NY
4528,5/25/2027,155552.8013,7,Downtown,Well-Known,7,Cafeteria,4,41.77568,-75.02832,Callicoon,NY
4529,5/26/2027,139774.7598,6,Downtown,Recent,5,Cafeteria,3,41.85412,-74.9339,Callicoon Center,NY
4530,5/27/2027,147128.6294,3,Downtown,Recent,4,Cafeteria,3,41.96001,-74.54538,Claryville,NY
4531,5/28/2027,136723.2544,1,Suburbs,Well-Known,1,Cafeteria,5,41.69411,-74.97726,Cochecton,NY
4532,5/29/2027,103122.7442,6,Suburbs,Developed,1,Cafeteria,4,41.47624,-74.6244,Cuddebackville,NY
4533,5/30/2027,176647.3833,1,Suburbs,Well-Known,7,Banquet,3,41.5627,-74.87396,Eldred,NY
4534,5/31/2027,136529.1985,1,Downtown,Well-Known,4,Full Service Restaurant,4,41.73198,-74.60978,Fallsburg,NY
4535,6/1/2027,120823.8535,1,Downtown,Recent,4,Full Service Restaurant,2,41.73304,-74.75093,Ferndale,NY
4536,6/2/2027,137564.6001,5,Downtown,Recent,8,Banquet,2,41.85536,-75.03209,Fremont Center,NY
4537,6/3/2027,127113.3722,2,Downtown,Well-Known,3,Cafeteria,3,41.50471,-74.80052,Glen Spey,NY
4538,6/4/2027,121549.6322,6,Suburbs,Developed,4,Banquet,1,41.65611,-74.57099,Glen Wild,NY
4539,6/5/2027,147035.6388,6,Downtown,Developed,2,Full Service Restaurant,2,41.89428,-74.46984,Grahamsville,NY
4540,6/6/2027,117722.4375,4,Suburbs,Developed,4,Full Service Restaurant,5,41.84156,-75.08108,Hankins,NY
4541,6/7/2027,151596.0317,3,Downtown,Well-Known,1,Full Service Restaurant,3,41.71931,-74.7219,Harris,NY
4542,6/8/2027,152660.9863,7,Downtown,Recent,7,Full Service Restaurant,4,41.54276,-74.8477,Highland Lake,NY
4543,6/9/2027,127456.5915,4,Downtown,Developed,4,Full Service Restaurant,5,41.78338,-75.02464,Hortonville,NY
4544,6/10/2027,154029.076,2,Downtown,Developed,7,Banquet,3,41.44137,-74.66427,Huguenot,NY
4545,6/11/2027,179700.4838,2,Suburbs,Developed,1,Full Service Restaurant,1,41.76737,-74.66463,Hurleyville,NY
4546,6/12/2027,99949.72049,2,Downtown,Well-Known,3,Banquet,4,41.77543,-74.92349,Jeffersonville,NY
4547,6/13/2027,185549.3314,4,Downtown,Developed,5,Banquet,4,41.69466,-74.83671,Kauneonga Lake,NY
4548,6/14/2027,136205.9031,4,Suburbs,Recent,1,Cafeteria,2,41.73212,-74.95709,Kenoza Lake,NY
4549,6/15/2027,149419.5428,3,Downtown,Recent,10,Banquet,4,41.69363,-74.66427,Kiamesha Lake,NY
4550,6/16/2027,150623.8321,1,Downtown,Well-Known,2,Cafeteria,2,41.68243,-74.98832,Lake Huntington,NY
4551,6/17/2027,93498.24708,6,Downtown,Developed,10,Cafeteria,3,41.79843,-74.73685,Liberty,NY
4552,6/18/2027,137918.4875,7,Downtown,Well-Known,7,Cafeteria,4,41.94576,-74.74555,Livingston Manor,NY
4553,6/19/2027,91312.68489,3,Suburbs,Developed,1,Banquet,3,41.77915,-74.65336,Loch Sheldrake,NY
4554,6/20/2027,123045.2898,3,Downtown,Well-Known,3,Banquet,3,41.90018,-75.10893,Long Eddy,NY
4555,6/21/2027,113183.3704,1,Suburbs,Developed,2,Banquet,4,41.66892,-74.79152,Mongaup Valley,NY
4556,6/22/2027,65124.37642,2,Suburbs,Recent,9,Cafeteria,1,41.67987,-74.52305,Mountain Dale,NY
4557,6/23/2027,121863.8961,1,Downtown,Well-Known,2,Banquet,4,41.59528,-74.98458,Narrowsburg,NY
4558,6/24/2027,104683.7456,4,Suburbs,Developed,4,Cafeteria,2,41.85542,-74.61939,Neversink,NY
4559,6/25/2027,188758.518,1,Downtown,Recent,4,Full Service Restaurant,5,41.81153,-74.98028,North Branch,NY
4560,6/26/2027,148375.6266,2,Downtown,Recent,6,Cafeteria,3,41.8414,-75.00261,Obernburg,NY
4561,6/27/2027,70426.15618,5,Suburbs,Developed,4,Cafeteria,5,41.87132,-74.71587,Parksville,NY
4562,6/28/2027,122850.4475,5,Suburbs,Developed,6,Banquet,3,41.65793,-74.46733,Phillipsport,NY
4563,6/29/2027,125100.2238,1,Suburbs,Well-Known,1,Banquet,2,41.44786,-74.85422,Pond Eddy,NY
4564,6/30/2027,169266.6971,4,Downtown,Developed,9,Full Service Restaurant,2,41.3744,-74.62464,Port Jervis,NY
4565,7/1/2027,147965.874,1,Suburbs,Recent,10,Cafeteria,5,41.61565,-74.59273,Rock Hill,NY
4566,7/2/2027,192398.4039,7,Downtown,Recent,4,Banquet,2,41.96089,-74.93463,Roscoe,NY
4567,7/3/2027,153774.0749,5,Suburbs,Well-Known,5,Full Service Restaurant,3,41.54832,-74.69615,Forestburgh,NY
4568,7/4/2027,113565.3813,7,Downtown,Recent,4,Full Service Restaurant,3,41.64225,-74.80929,Smallwood,NY
4569,7/5/2027,124641.0847,5,Downtown,Developed,8,Cafeteria,5,41.70275,-74.63167,South Fallsburg,NY
4570,7/6/2027,158942.5985,7,Suburbs,Recent,8,Full Service Restaurant,5,41.44432,-74.72128,Sparrow Bush,NY
4571,7/7/2027,110247.2774,4,Downtown,Developed,6,Cafeteria,5,41.6197,-74.46633,Summitville,NY
4572,7/8/2027,105289.9104,3,Suburbs,Developed,2,Cafeteria,5,41.74096,-74.83629,Swan Lake,NY
4573,7/9/2027,120339.4502,7,Suburbs,Recent,5,Full Service Restaurant,5,41.66983,-74.62598,Thompsonville,NY
4574,7/10/2027,116333.5136,6,Suburbs,Developed,10,Banquet,5,41.52529,-74.56984,Westbrookville,NY
4575,7/11/2027,112674.7052,1,Suburbs,Recent,5,Full Service Restaurant,4,41.6405,-74.85503,White Lake,NY
4576,7/12/2027,132717.7679,3,Suburbs,Developed,1,Cafeteria,4,41.79796,-74.8353,White Sulphur Springs,NY
4577,7/13/2027,177514.2266,2,Suburbs,Developed,6,Full Service Restaurant,1,41.7894,-74.58833,Woodbourne,NY
4578,7/14/2027,147334.5485,2,Downtown,Well-Known,9,Full Service Restaurant,3,41.70682,-74.57042,Woodridge,NY
4579,7/15/2027,139654.3105,1,Suburbs,Recent,9,Cafeteria,5,41.59141,-74.51581,Wurtsboro,NY
4580,7/16/2027,126476.0253,2,Suburbs,Developed,2,Cafeteria,1,41.81225,-74.89007,Youngsville,NY
4581,7/17/2027,120705.8884,3,Downtown,Recent,2,Banquet,3,41.51836,-74.94767,Yulan,NY
4582,7/18/2027,158698.9682,6,Downtown,Well-Known,1,Cafeteria,5,43.31142,-73.64489,Glens Falls,NY
4583,7/19/2027,79793.78936,4,Suburbs,Recent,6,Banquet,4,43.28938,-73.62995,South Glens Falls,NY
4584,7/20/2027,89236.3176,1,Suburbs,Well-Known,9,Cafeteria,1,43.33891,-73.68408,Queensbury,NY
4585,7/21/2027,152001.8704,1,Suburbs,Well-Known,1,Banquet,1,43.75116,-73.72811,Adirondack,NY
4586,7/22/2027,151192.4996,1,Downtown,Well-Known,5,Cafeteria,3,43.2383,-73.46344,Argyle,NY
4587,7/23/2027,158538.1742,7,Downtown,Recent,1,Cafeteria,4,43.49698,-74.01049,Athol,NY
4588,7/24/2027,190719.5737,2,Downtown,Well-Known,4,Full Service Restaurant,5,43.60546,-74.02832,Bakers Mills,NY
4589,7/25/2027,137756.8948,2,Downtown,Developed,6,Full Service Restaurant,5,43.8721,-74.41197,Blue Mountain Lake,NY
4590,7/26/2027,133267.4185,5,Suburbs,Developed,4,Cafeteria,4,43.61048,-73.64715,Bolton Landing,NY
4591,7/27/2027,100679.8356,5,Downtown,Developed,3,Cafeteria,5,43.69032,-73.69708,Brant Lake,NY
4592,7/28/2027,196424.951,5,Downtown,Well-Known,8,Banquet,3,43.04807,-73.37477,Cambridge,NY
4593,7/29/2027,99095.02275,6,Downtown,Developed,4,Cafeteria,3,43.63355,-73.82515,Chestertown,NY
4594,7/30/2027,193564.3938,1,Downtown,Well-Known,6,Banquet,4,43.59842,-73.47914,Clemons,NY
4595,7/31/2027,136635.0958,2,Downtown,Developed,8,Full Service Restaurant,4,43.4587,-73.41288,Comstock,NY
4596,8/1/2027,151029.6892,1,Suburbs,Recent,10,Banquet,5,43.2421,-73.88798,Corinth,NY
4597,8/2/2027,160779.9354,4,Suburbs,Recent,5,Banquet,4,43.18178,-73.40762,Cossayuna,NY
4598,8/3/2027,110041.972,3,Suburbs,Recent,8,Banquet,4,43.51637,-73.70976,Diamond Point,NY
