Profit,Capacity_Score,Area,Age,Food_Diversity_Score,Type,Price_Range,City,State
152947.5779,5,Downtown,Well-Known,6,Banquet,4,San Gregorio,CA
139140.8487,4,Suburbs,Recent,4,Full Service Restaurant,5,South San Francisco,CA
135174.0423,2,Downtown,Well-Known,8,Full Service Restaurant,2,Sunnyvale,CA
166583.7511,1,Suburbs,Well-Known,5,Banquet,3,Sunnyvale,CA
108307.7239,1,Downtown,Well-Known,5,Cafeteria,1,Sunnyvale,CA
147989.3635,7,Suburbs,Developed,8,Full Service Restaurant,1,Sunnyvale,CA
167783.7884,2,Downtown,Developed,9,Cafeteria,2,San Francisco,CA
173691.4547,4,Downtown,Developed,1,Full Service Restaurant,5,San Francisco,CA
167483.8646,1,Suburbs,Developed,6,Banquet,3,San Francisco,CA
122606.0957,7,Downtown,Recent,8,Full Service Restaurant,4,San Francisco,CA
123830.876,5,Downtown,Well-Known,1,Full Service Restaurant,3,San Francisco,CA
147951.606,2,Suburbs,Well-Known,1,Banquet,3,San Francisco,CA
135939.5756,2,Suburbs,Well-Known,3,Full Service Restaurant,1,San Francisco,CA
92639.53716,2,Downtown,Well-Known,8,Cafeteria,5,San Francisco,CA
72015.09447,3,Suburbs,Recent,7,Cafeteria,3,San Francisco,CA
130234.7282,7,Downtown,Developed,2,Banquet,3,San Francisco,CA
207247.5008,2,Downtown,Recent,6,Full Service Restaurant,1,San Francisco,CA
130937.6965,3,Suburbs,Recent,10,Full Service Restaurant,4,San Francisco,CA
200026.8906,7,Suburbs,Well-Known,1,Full Service Restaurant,3,San Francisco,CA
90819.40186,4,Downtown,Developed,4,Cafeteria,3,San Francisco,CA
84129.95768,2,Suburbs,Recent,10,Banquet,3,San Francisco,CA
156791.8463,7,Suburbs,Well-Known,1,Banquet,4,San Francisco,CA
99725.02242,6,Downtown,Well-Known,8,Banquet,2,San Francisco,CA
162907.7336,3,Suburbs,Well-Known,1,Cafeteria,1,San Francisco,CA
148980.003,4,Suburbs,Developed,10,Cafeteria,2,San Francisco,CA
135083.4338,4,Downtown,Well-Known,7,Banquet,2,San Francisco,CA
77385.63515,5,Suburbs,Recent,5,Cafeteria,2,San Francisco,CA
115399.5165,2,Suburbs,Recent,9,Full Service Restaurant,1,San Francisco,CA
138963.2176,5,Downtown,Developed,10,Cafeteria,2,San Francisco,CA
92611.79991,1,Suburbs,Developed,7,Banquet,5,San Francisco,CA
109068.7578,4,Suburbs,Developed,8,Full Service Restaurant,5,San Francisco,CA
130692.6455,2,Suburbs,Well-Known,10,Cafeteria,5,San Francisco,CA
99355.1278,3,Suburbs,Developed,9,Cafeteria,4,San Francisco,CA
157186.013,2,Suburbs,Recent,3,Cafeteria,5,San Francisco,CA
102455.4688,2,Suburbs,Recent,7,Banquet,4,Palo Alto,CA
138317.6394,1,Suburbs,Well-Known,8,Full Service Restaurant,5,Palo Alto,CA
140674.2697,5,Suburbs,Recent,8,Banquet,1,Palo Alto,CA
121476.516,3,Suburbs,Well-Known,6,Banquet,2,Stanford,CA
119958.6048,6,Suburbs,Recent,7,Full Service Restaurant,4,Palo Alto,CA
151181.5445,1,Downtown,Well-Known,3,Banquet,4,San Mateo,CA
124360.7054,7,Suburbs,Well-Known,2,Banquet,3,San Mateo,CA
81415.02043,5,Suburbs,Recent,10,Banquet,5,San Mateo,CA
166938.6149,5,Downtown,Developed,4,Cafeteria,4,San Mateo,CA
132014.5205,4,Suburbs,Developed,10,Full Service Restaurant,2,Alameda,CA
176405.3144,5,Suburbs,Recent,5,Full Service Restaurant,2,Alameda,CA
151078.7036,5,Suburbs,Recent,9,Banquet,4,American Canyon,CA
104775.3901,2,Downtown,Well-Known,5,Banquet,1,Discovery Bay,CA
132092.4084,5,Suburbs,Well-Known,8,Cafeteria,1,Danville,CA
124126.7661,2,Suburbs,Recent,5,Banquet,2,Alamo,CA
103703.665,6,Downtown,Developed,7,Banquet,5,Angwin,CA
99347.79068,7,Suburbs,Recent,7,Banquet,5,Antioch,CA
160764.708,1,Downtown,Developed,1,Banquet,2,Benicia,CA
159266.347,2,Suburbs,Recent,3,Cafeteria,5,Bethel Island,CA
122196.6779,1,Downtown,Developed,7,Full Service Restaurant,2,Birds Landing,CA
151616.3653,5,Suburbs,Well-Known,6,Cafeteria,4,Brentwood,CA
152006.0533,4,Suburbs,Well-Known,3,Full Service Restaurant,4,Byron,CA
172922.1393,7,Downtown,Developed,7,Cafeteria,2,Calistoga,CA
91465.58723,7,Suburbs,Recent,3,Banquet,3,Canyon,CA
119330.9998,4,Downtown,Recent,5,Full Service Restaurant,5,Clayton,CA
117394.3307,4,Suburbs,Developed,2,Banquet,4,Concord,CA
80497.75734,7,Downtown,Developed,3,Cafeteria,5,Concord,CA
80759.75812,7,Downtown,Developed,10,Cafeteria,3,Concord,CA
105015.5748,1,Suburbs,Well-Known,6,Cafeteria,4,Concord,CA
143779.5355,7,Suburbs,Developed,3,Banquet,1,Pleasant Hill,CA
166416.354,2,Downtown,Well-Known,1,Banquet,1,Crockett,CA
178203.2313,6,Downtown,Recent,1,Banquet,3,Danville,CA
149416.7804,4,Suburbs,Developed,4,Cafeteria,1,Diablo,CA
128185.2776,7,Downtown,Developed,5,Full Service Restaurant,4,El Cerrito,CA
216963.4375,6,Downtown,Developed,6,Full Service Restaurant,1,Antioch,CA
146552.2027,5,Downtown,Developed,6,Banquet,1,Fairfield,CA
162281.5776,6,Suburbs,Developed,9,Cafeteria,1,Fairfield,CA
92069.05101,2,Suburbs,Developed,10,Cafeteria,3,Travis Afb,CA
120669.3234,6,Suburbs,Developed,2,Banquet,4,Fremont,CA
135754.2692,1,Suburbs,Recent,3,Banquet,3,Fremont,CA
147091.2733,1,Downtown,Recent,9,Full Service Restaurant,1,Fremont,CA
167725.3406,1,Downtown,Recent,9,Full Service Restaurant,1,Hayward,CA
143576.395,7,Downtown,Well-Known,2,Banquet,4,Hayward,CA
167403.1564,1,Downtown,Developed,1,Banquet,1,Hayward,CA
157009.1202,2,Suburbs,Well-Known,3,Full Service Restaurant,2,Hayward,CA
130317.3087,3,Suburbs,Well-Known,1,Banquet,5,Castro Valley,CA
172234.0436,2,Suburbs,Developed,1,Banquet,5,Hercules,CA
194891.5084,6,Downtown,Developed,5,Full Service Restaurant,3,Knightsen,CA
170910.5073,3,Downtown,Well-Known,2,Cafeteria,5,Lafayette,CA
151788.2717,1,Downtown,Well-Known,1,Cafeteria,4,Livermore,CA
160944.5287,7,Downtown,Well-Known,5,Cafeteria,3,Livermore,CA
171095.4349,6,Suburbs,Well-Known,6,Full Service Restaurant,2,Castro Valley,CA
155652.1002,4,Suburbs,Recent,3,Banquet,5,Martinez,CA
127397.3658,2,Downtown,Well-Known,9,Full Service Restaurant,3,Fremont,CA
158790.9268,6,Suburbs,Well-Known,9,Full Service Restaurant,3,Moraga,CA
104186.17,4,Downtown,Recent,10,Cafeteria,4,Napa,CA
169917.5652,6,Suburbs,Well-Known,5,Cafeteria,3,Napa,CA
126780.7686,6,Downtown,Well-Known,3,Banquet,5,Newark,CA
156178.2268,7,Suburbs,Well-Known,6,Full Service Restaurant,2,Oakley,CA
203971.3092,6,Downtown,Well-Known,2,Full Service Restaurant,5,Orinda,CA
135203.2169,5,Downtown,Recent,3,Full Service Restaurant,2,Pinole,CA
151437.9004,7,Suburbs,Recent,2,Full Service Restaurant,2,Pittsburg,CA
114646.6577,1,Suburbs,Developed,8,Banquet,1,Pleasanton,CA
147858.2862,7,Downtown,Developed,1,Full Service Restaurant,3,Pope Valley,CA
97637.53586,5,Downtown,Recent,1,Banquet,1,Dublin,CA
114004.5879,3,Suburbs,Recent,4,Cafeteria,4,Port Costa,CA
125291.3713,3,Suburbs,Well-Known,1,Full Service Restaurant,4,Rio Vista,CA
168217.4525,3,Suburbs,Recent,4,Full Service Restaurant,2,Rodeo,CA
133825.1066,2,Downtown,Recent,1,Full Service Restaurant,3,Rutherford,CA
213184.6977,1,Downtown,Developed,10,Full Service Restaurant,2,Saint Helena,CA
96004.38112,1,Suburbs,Well-Known,6,Cafeteria,5,Moraga,CA
177673.4755,3,Downtown,Recent,9,Banquet,5,Deer Park,CA
187411.042,7,Suburbs,Well-Known,3,Full Service Restaurant,1,San Leandro,CA
80955.71147,6,Suburbs,Recent,1,Banquet,4,San Leandro,CA
176849.4808,2,Suburbs,Recent,7,Full Service Restaurant,3,San Leandro,CA
179476.1688,2,Suburbs,Well-Known,4,Cafeteria,5,San Lorenzo,CA
91691.92231,2,Suburbs,Recent,2,Cafeteria,3,San Ramon,CA
213345.0563,3,Downtown,Well-Known,1,Full Service Restaurant,3,San Ramon,CA
73407.09781,3,Suburbs,Recent,6,Cafeteria,5,Suisun City,CA
87102.83405,4,Downtown,Recent,8,Cafeteria,2,Sunol,CA
134138.6493,7,Downtown,Developed,10,Banquet,2,Union City,CA
158507.4267,2,Downtown,Developed,8,Cafeteria,1,Pleasanton,CA
129617.4504,4,Downtown,Recent,4,Cafeteria,3,Vallejo,CA
77811.53071,6,Suburbs,Recent,5,Cafeteria,5,Vallejo,CA
172697.625,1,Downtown,Developed,9,Banquet,3,Vallejo,CA
164284.1162,7,Suburbs,Well-Known,7,Cafeteria,5,Vallejo,CA
97654.27701,6,Suburbs,Well-Known,10,Cafeteria,5,Walnut Creek,CA
160279.8106,1,Downtown,Well-Known,4,Banquet,3,Walnut Creek,CA
147607.8103,7,Downtown,Well-Known,5,Cafeteria,5,Walnut Creek,CA
104167.9971,3,Downtown,Well-Known,3,Cafeteria,3,Walnut Creek,CA
122563.4272,7,Suburbs,Well-Known,4,Full Service Restaurant,1,Yountville,CA
135021.8314,1,Downtown,Recent,4,Banquet,2,Oakland,CA
198665.2309,3,Downtown,Well-Known,10,Full Service Restaurant,3,Oakland,CA
132597.3847,4,Downtown,Developed,3,Cafeteria,4,Oakland,CA
136289.2751,6,Downtown,Developed,4,Banquet,1,Oakland,CA
155301.1145,3,Suburbs,Well-Known,3,Full Service Restaurant,3,Oakland,CA
95675.90861,3,Suburbs,Recent,6,Cafeteria,3,Oakland,CA
105216.9093,3,Suburbs,Recent,10,Banquet,2,Emeryville,CA
120605.8034,4,Suburbs,Developed,7,Cafeteria,2,Oakland,CA
165991.0721,4,Downtown,Developed,5,Banquet,4,Oakland,CA
123820.8714,5,Suburbs,Recent,5,Cafeteria,5,Oakland,CA
186331.8695,7,Suburbs,Well-Known,9,Full Service Restaurant,2,Oakland,CA
112400.2427,6,Downtown,Recent,2,Banquet,5,Oakland,CA
149888.6806,5,Suburbs,Recent,9,Banquet,4,Oakland,CA
131843.7365,1,Suburbs,Recent,2,Banquet,2,Oakland,CA
107441.963,4,Suburbs,Recent,7,Cafeteria,4,Oakland,CA
94373.83135,6,Suburbs,Developed,2,Cafeteria,2,Berkeley,CA
145714.6088,2,Suburbs,Well-Known,4,Full Service Restaurant,2,Berkeley,CA
150114.0061,3,Downtown,Well-Known,6,Cafeteria,3,Berkeley,CA
89605.31138,2,Suburbs,Recent,5,Banquet,1,Berkeley,CA
99964.50652,6,Suburbs,Recent,2,Full Service Restaurant,4,Albany,CA
156061.1109,1,Downtown,Recent,7,Cafeteria,5,Berkeley,CA
159192.7307,3,Suburbs,Well-Known,10,Cafeteria,3,Berkeley,CA
162688.9801,5,Suburbs,Developed,9,Banquet,5,Berkeley,CA
152139.3056,4,Downtown,Well-Known,5,Banquet,5,Berkeley,CA
133893.5724,3,Suburbs,Well-Known,5,Full Service Restaurant,2,Berkeley,CA
200513.0158,6,Downtown,Recent,6,Full Service Restaurant,3,Richmond,CA
196242.9528,7,Downtown,Developed,10,Banquet,4,El Sobrante,CA
181816.412,6,Suburbs,Developed,5,Full Service Restaurant,2,Richmond,CA
182079.676,7,Suburbs,Recent,8,Full Service Restaurant,1,Richmond,CA
93894.44354,7,Downtown,Well-Known,6,Cafeteria,4,San Pablo,CA
134378.5167,3,Suburbs,Recent,6,Cafeteria,1,Richmond,CA
131650.763,5,Suburbs,Well-Known,8,Banquet,2,San Rafael,CA
135693.3437,4,Suburbs,Well-Known,9,Full Service Restaurant,1,San Rafael,CA
173979.5921,6,Downtown,Recent,3,Full Service Restaurant,5,Greenbrae,CA
155390.0885,1,Downtown,Developed,10,Banquet,5,Belvedere Tiburon,CA
128358.4966,5,Downtown,Recent,2,Full Service Restaurant,3,Bodega,CA
118896.7149,5,Downtown,Developed,8,Cafeteria,3,Bodega Bay,CA
102642.061,6,Suburbs,Developed,6,Cafeteria,2,Bolinas,CA
92536.41779,7,Downtown,Developed,9,Cafeteria,4,Corte Madera,CA
116988.6979,4,Suburbs,Recent,6,Cafeteria,1,Rohnert Park,CA
161504.9435,7,Downtown,Developed,2,Banquet,3,Dillon Beach,CA
143525.0906,4,Suburbs,Developed,9,Full Service Restaurant,5,Fairfax,CA
155626.2335,2,Suburbs,Well-Known,8,Cafeteria,5,Cotati,CA
199358.0188,1,Downtown,Recent,8,Full Service Restaurant,4,Forest Knolls,CA
149762.7421,6,Downtown,Developed,10,Cafeteria,1,Inverness,CA
119704.6337,1,Suburbs,Developed,10,Cafeteria,5,Lagunitas,CA
126367.1871,2,Suburbs,Recent,8,Banquet,4,Larkspur,CA
210001.715,7,Suburbs,Well-Known,4,Full Service Restaurant,5,Marshall,CA
165875.0292,2,Suburbs,Well-Known,8,Cafeteria,1,Mill Valley,CA
203149.8391,4,Downtown,Well-Known,4,Full Service Restaurant,4,Novato,CA
157487.854,2,Suburbs,Developed,2,Cafeteria,2,Nicasio,CA
138445.1347,7,Downtown,Recent,10,Cafeteria,1,Novato,CA
136221.5525,4,Suburbs,Recent,10,Banquet,5,Novato,CA
98330.88694,3,Suburbs,Recent,4,Cafeteria,5,Olema,CA
104597.8244,2,Suburbs,Recent,1,Full Service Restaurant,5,Penngrove,CA
124865.3312,4,Downtown,Developed,9,Banquet,1,Petaluma,CA
174893.8384,4,Suburbs,Well-Known,4,Banquet,3,Petaluma,CA
135859.4027,7,Suburbs,Well-Known,8,Cafeteria,1,Point Reyes Station,CA
179904.4869,7,Suburbs,Developed,10,Banquet,2,Ross,CA
149981.9695,4,Downtown,Developed,9,Cafeteria,3,San Anselmo,CA
149414.8544,2,Suburbs,Developed,3,Banquet,5,San Geronimo,CA
122390.6364,3,Suburbs,Recent,3,Full Service Restaurant,4,San Quentin,CA
183144.173,7,Suburbs,Recent,6,Full Service Restaurant,3,Sausalito,CA
141526.3645,5,Suburbs,Recent,3,Cafeteria,1,Stinson Beach,CA
185920.336,6,Downtown,Developed,2,Full Service Restaurant,1,Tomales,CA
133954.4368,4,Suburbs,Developed,9,Full Service Restaurant,1,Valley Ford,CA
184247.2099,2,Suburbs,Well-Known,5,Banquet,2,Woodacre,CA
178133.5508,7,Downtown,Developed,9,Banquet,2,Alviso,CA
145187.2937,7,Suburbs,Recent,2,Full Service Restaurant,4,Aptos,CA
143895.1037,6,Suburbs,Recent,10,Cafeteria,2,Aromas,CA
99294.77732,4,Downtown,Developed,2,Banquet,3,Ben Lomond,CA
116944.9982,6,Downtown,Recent,5,Banquet,2,Boulder Creek,CA
141572.391,5,Suburbs,Developed,9,Banquet,4,Brookdale,CA
100748.4397,5,Downtown,Well-Known,4,Cafeteria,1,Campbell,CA
200891.1486,2,Downtown,Recent,2,Full Service Restaurant,1,Capitola,CA
93120.49448,7,Suburbs,Recent,1,Cafeteria,5,Castroville,CA
97653.19903,1,Downtown,Recent,4,Banquet,3,Coyote,CA
141874.1837,7,Suburbs,Well-Known,5,Banquet,3,Cupertino,CA
152569.5597,4,Downtown,Recent,5,Banquet,3,Davenport,CA
120965.8934,6,Downtown,Well-Known,3,Cafeteria,2,Felton,CA
186072.8506,3,Downtown,Recent,10,Full Service Restaurant,2,Freedom,CA
135302.1941,2,Suburbs,Developed,1,Full Service Restaurant,4,Gilroy,CA
130795.8452,1,Downtown,Developed,9,Full Service Restaurant,1,Hollister,CA
135878.4103,1,Downtown,Well-Known,10,Cafeteria,5,Los Gatos,CA
122354.9338,6,Suburbs,Well-Known,3,Full Service Restaurant,4,Los Gatos,CA
129368.112,6,Suburbs,Developed,2,Full Service Restaurant,2,Los Gatos,CA
193054.1238,1,Downtown,Developed,4,Full Service Restaurant,3,Milpitas,CA
136683.5846,2,Downtown,Well-Known,9,Full Service Restaurant,4,Morgan Hill,CA
97759.58674,1,Downtown,Recent,9,Cafeteria,5,Moss Landing,CA
214882.5859,4,Downtown,Developed,1,Full Service Restaurant,1,Mount Hermon,CA
131528.3078,7,Suburbs,Developed,1,Cafeteria,4,Paicines,CA
115501.2995,7,Downtown,Recent,1,Cafeteria,1,San Juan Bautista,CA
72493.69024,7,Suburbs,Recent,2,Cafeteria,1,San Martin,CA
191565.4637,2,Suburbs,Developed,8,Full Service Restaurant,3,Santa Clara,CA
174998.786,5,Downtown,Well-Known,6,Full Service Restaurant,4,Santa Clara,CA
148353.1053,4,Downtown,Developed,4,Cafeteria,3,Santa Clara,CA
87937.5249,5,Suburbs,Recent,1,Banquet,2,Santa Clara,CA
195742.038,3,Suburbs,Developed,7,Full Service Restaurant,1,Santa Cruz,CA
96514.30419,5,Downtown,Recent,1,Cafeteria,4,Santa Cruz,CA
142169.2648,7,Downtown,Developed,9,Full Service Restaurant,4,Santa Cruz,CA
134607.9573,1,Downtown,Developed,8,Cafeteria,4,Santa Cruz,CA
125431.8608,4,Suburbs,Well-Known,6,Banquet,1,Scotts Valley,CA
142217.2373,7,Suburbs,Well-Known,5,Full Service Restaurant,1,Saratoga,CA
188103.6635,2,Suburbs,Well-Known,10,Full Service Restaurant,5,Soquel,CA
89605.42329,7,Suburbs,Well-Known,7,Cafeteria,4,Tres Pinos,CA
125054.6348,6,Downtown,Developed,6,Banquet,3,Watsonville,CA
130395.7389,2,Suburbs,Well-Known,7,Full Service Restaurant,4,San Jose,CA
164259.3893,4,Suburbs,Developed,6,Cafeteria,5,San Jose,CA
212285.2169,5,Downtown,Well-Known,7,Full Service Restaurant,2,San Jose,CA
145044.4189,2,Suburbs,Well-Known,1,Full Service Restaurant,2,San Jose,CA
131179.6302,2,Suburbs,Developed,10,Cafeteria,2,San Jose,CA
132567.8045,5,Suburbs,Developed,4,Cafeteria,2,San Jose,CA
134406.9714,2,Downtown,Developed,3,Banquet,1,San Jose,CA
83877.99357,3,Downtown,Developed,7,Cafeteria,2,San Jose,CA
182691.2058,3,Downtown,Recent,8,Full Service Restaurant,1,San Jose,CA
183358.3286,5,Suburbs,Well-Known,9,Full Service Restaurant,5,San Jose,CA
165499.3661,1,Downtown,Developed,7,Cafeteria,2,San Jose,CA
176409.3528,6,Suburbs,Recent,1,Banquet,3,San Jose,CA
147717.3934,1,Downtown,Recent,3,Cafeteria,1,San Jose,CA
158406.7355,6,Suburbs,Developed,8,Cafeteria,1,San Jose,CA
149643.5861,3,Suburbs,Developed,2,Cafeteria,2,San Jose,CA
131990.5502,1,Suburbs,Recent,4,Cafeteria,2,San Jose,CA
179641.0362,3,Downtown,Well-Known,10,Banquet,1,San Jose,CA
159129.3609,2,Downtown,Developed,1,Cafeteria,4,San Jose,CA
92966.13463,5,Downtown,Well-Known,10,Cafeteria,4,San Jose,CA
102747.3572,6,Downtown,Recent,9,Cafeteria,5,San Jose,CA
174959.3654,5,Downtown,Recent,6,Banquet,1,San Jose,CA
162859.8417,7,Downtown,Developed,5,Cafeteria,4,San Jose,CA
127738.7287,3,Suburbs,Recent,3,Cafeteria,1,San Jose,CA
136609.9211,6,Suburbs,Well-Known,7,Banquet,4,San Jose,CA
126509.4742,1,Downtown,Recent,10,Banquet,1,San Jose,CA
146779.8386,4,Downtown,Developed,7,Cafeteria,3,San Jose,CA
104255.6442,1,Suburbs,Developed,1,Cafeteria,5,San Jose,CA
152921.0982,6,Downtown,Developed,2,Cafeteria,1,Mount Hamilton,CA
127761.755,6,Suburbs,Recent,4,Cafeteria,1,San Jose,CA
97807.0968,5,Downtown,Recent,6,Banquet,5,Stockton,CA
207915.0832,7,Downtown,Developed,6,Full Service Restaurant,5,Stockton,CA
163024.1892,6,Downtown,Recent,9,Banquet,2,Stockton,CA
78628.9402,4,Downtown,Developed,10,Cafeteria,3,Stockton,CA
159129.11,4,Suburbs,Well-Known,6,Banquet,2,Stockton,CA
106127.2336,4,Suburbs,Developed,6,Banquet,1,Stockton,CA
109900.6129,3,Suburbs,Developed,6,Banquet,3,Stockton,CA
100072.8579,3,Suburbs,Recent,9,Banquet,1,Stockton,CA
117379.2783,1,Suburbs,Recent,10,Full Service Restaurant,1,Stockton,CA
139989.0853,2,Downtown,Developed,8,Full Service Restaurant,4,Stockton,CA
134100.5501,4,Suburbs,Developed,1,Banquet,3,Stockton,CA
173129.3433,6,Downtown,Recent,5,Banquet,4,Stockton,CA
159530.2134,7,Downtown,Recent,4,Cafeteria,2,Acampo,CA
188530.233,4,Suburbs,Recent,6,Full Service Restaurant,2,Angels Camp,CA
171697.335,7,Downtown,Well-Known,4,Cafeteria,3,Arnold,CA
112274.7939,3,Downtown,Developed,5,Cafeteria,3,Avery,CA
107998.7507,7,Suburbs,Well-Known,6,Banquet,5,Burson,CA
118700.4714,5,Suburbs,Developed,10,Banquet,2,Campo Seco,CA
128220.2114,6,Downtown,Recent,1,Banquet,2,Clements,CA
148278.5942,3,Suburbs,Developed,9,Banquet,4,Copperopolis,CA
180128.7642,4,Suburbs,Well-Known,10,Full Service Restaurant,5,Farmington,CA
160494.3322,4,Downtown,Well-Known,4,Banquet,5,French Camp,CA
147967.6541,4,Suburbs,Developed,8,Cafeteria,2,Glencoe,CA
179334.5998,5,Downtown,Well-Known,7,Banquet,5,Hathaway Pines,CA
167587.5946,6,Suburbs,Well-Known,2,Banquet,2,Holt,CA
131113.2096,2,Downtown,Well-Known,2,Cafeteria,1,Linden,CA
100001.8531,3,Downtown,Developed,8,Banquet,3,Lockeford,CA
85193.57385,7,Downtown,Well-Known,2,Cafeteria,3,Lodi,CA
188477.9499,5,Suburbs,Developed,1,Full Service Restaurant,5,Lodi,CA
154867.7597,7,Downtown,Developed,2,Banquet,5,Mokelumne Hill,CA
117294.5922,3,Downtown,Well-Known,4,Cafeteria,1,Mountain Ranch,CA
156009.7229,4,Suburbs,Developed,4,Cafeteria,3,Murphys,CA
157819.0516,2,Downtown,Well-Known,9,Full Service Restaurant,1,Rail Road Flat,CA
109276.8125,5,Downtown,Recent,7,Cafeteria,3,San Andreas,CA
105608.5384,3,Suburbs,Well-Known,10,Banquet,3,Vallecito,CA
151398.2079,6,Downtown,Recent,3,Banquet,5,Valley Springs,CA
150359.7722,6,Downtown,Recent,4,Full Service Restaurant,2,Wallace,CA
157267.1505,4,Suburbs,Well-Known,9,Full Service Restaurant,2,West Point,CA
79428.67844,4,Suburbs,Recent,6,Cafeteria,5,Wilseyville,CA
124713.3618,5,Suburbs,Developed,4,Cafeteria,3,Woodbridge,CA
132942.7113,7,Downtown,Developed,6,Banquet,3,Atwater,CA
147066.0478,5,Downtown,Developed,2,Banquet,1,Ballico,CA
186611.9798,2,Downtown,Developed,9,Full Service Restaurant,5,Tracy,CA
129925.3776,6,Suburbs,Recent,4,Banquet,3,Big Oak Flat,CA
162425.8654,2,Suburbs,Well-Known,1,Banquet,4,Catheys Valley,CA
129114.6417,6,Suburbs,Well-Known,4,Cafeteria,5,Ceres,CA
168666.2358,4,Downtown,Well-Known,10,Full Service Restaurant,2,Columbia,CA
133001.6894,5,Downtown,Developed,2,Full Service Restaurant,3,Coulterville,CA
93685.72558,4,Suburbs,Recent,10,Cafeteria,5,Cressey,CA
196679.997,6,Downtown,Developed,7,Banquet,5,Crows Landing,CA
191955.9258,5,Suburbs,Well-Known,9,Full Service Restaurant,1,Delhi,CA
137171.2696,2,Downtown,Recent,10,Banquet,5,Denair,CA
134826.8132,3,Downtown,Recent,5,Cafeteria,3,El Nido,CA
171181.2661,5,Downtown,Recent,2,Banquet,5,El Portal,CA
111693.3832,2,Suburbs,Well-Known,9,Cafeteria,1,Empire,CA
127615.2771,4,Suburbs,Developed,5,Full Service Restaurant,5,Escalon,CA
160281.6717,2,Suburbs,Developed,2,Full Service Restaurant,2,Groveland,CA
168846.1723,5,Downtown,Well-Known,10,Cafeteria,3,Gustine,CA
131474.6036,5,Suburbs,Recent,4,Banquet,1,Hickman,CA
80338.79249,7,Suburbs,Recent,1,Banquet,5,Hilmar,CA
111086.7955,5,Downtown,Recent,9,Cafeteria,2,Hornitos,CA
157996.3508,6,Downtown,Recent,7,Cafeteria,4,Hughson,CA
119473.2446,2,Suburbs,Well-Known,5,Cafeteria,1,Jamestown,CA
101711.5852,6,Suburbs,Developed,8,Cafeteria,3,Keyes,CA
151024.5779,6,Suburbs,Recent,2,Cafeteria,2,La Grange,CA
171034.8327,1,Downtown,Recent,2,Full Service Restaurant,1,Lathrop,CA
161604.9264,7,Downtown,Recent,6,Banquet,2,Le Grand,CA
144149.3042,5,Downtown,Well-Known,3,Full Service Restaurant,3,Livingston,CA
144062.2865,4,Suburbs,Recent,3,Banquet,2,Long Barn,CA
117312.7428,6,Suburbs,Developed,4,Full Service Restaurant,1,Manteca,CA
118914.7949,6,Downtown,Recent,3,Full Service Restaurant,4,Manteca,CA
181468.0433,5,Suburbs,Well-Known,1,Banquet,4,Mariposa,CA
168504.4806,3,Downtown,Well-Known,6,Cafeteria,5,Merced,CA
78743.32172,6,Suburbs,Recent,8,Cafeteria,5,Merced,CA
164268.048,3,Suburbs,Well-Known,1,Banquet,1,Midpines,CA
197279.4582,3,Suburbs,Well-Known,1,Banquet,4,Mi Wuk Village,CA
118699.7782,2,Downtown,Developed,2,Banquet,2,Merced,CA
130123.7802,2,Downtown,Recent,6,Full Service Restaurant,5,Modesto,CA
166703.923,4,Downtown,Well-Known,3,Banquet,5,Modesto,CA
167670.6972,1,Suburbs,Developed,1,Cafeteria,3,Modesto,CA
175826.5551,1,Downtown,Well-Known,5,Cafeteria,2,Modesto,CA
180641.7464,1,Suburbs,Recent,1,Full Service Restaurant,3,Modesto,CA
91604.20025,4,Downtown,Developed,1,Cafeteria,1,Modesto,CA
170745.07,5,Downtown,Well-Known,10,Full Service Restaurant,4,Modesto,CA
199043.724,5,Downtown,Developed,4,Full Service Restaurant,5,Newman,CA
167340.0562,5,Suburbs,Developed,6,Full Service Restaurant,3,Oakdale,CA
106381.7729,6,Suburbs,Well-Known,5,Banquet,5,Patterson,CA
140086.8214,6,Downtown,Well-Known,7,Banquet,5,Pinecrest,CA
154458.5743,4,Downtown,Recent,4,Cafeteria,4,Planada,CA
184224.8586,5,Suburbs,Well-Known,9,Full Service Restaurant,3,Ripon,CA
139894.7891,5,Suburbs,Well-Known,7,Full Service Restaurant,2,Riverbank,CA
123113.2182,3,Suburbs,Recent,5,Banquet,5,Salida,CA
99964.01839,2,Suburbs,Well-Known,1,Cafeteria,5,Snelling,CA
194412.9065,3,Downtown,Developed,3,Banquet,5,Sonora,CA
161991.7965,1,Downtown,Developed,5,Banquet,2,Soulsbyville,CA
180184.6891,3,Suburbs,Well-Known,5,Cafeteria,4,Stevinson,CA
148334.4986,3,Downtown,Developed,9,Full Service Restaurant,2,Strawberry,CA
126590.0771,6,Downtown,Well-Known,9,Cafeteria,5,Tracy,CA
161327.0577,4,Suburbs,Recent,5,Full Service Restaurant,1,Tracy,CA
183438.9753,4,Suburbs,Developed,10,Full Service Restaurant,3,Tuolumne,CA
142677.5692,1,Downtown,Well-Known,3,Full Service Restaurant,4,Turlock,CA
162951.6766,5,Suburbs,Recent,10,Banquet,1,Turlock,CA
183719.513,6,Suburbs,Developed,5,Banquet,3,Twain Harte,CA
98252.08023,1,Suburbs,Developed,2,Cafeteria,3,Vernalis,CA
189146.8008,4,Suburbs,Recent,2,Full Service Restaurant,2,Waterford,CA
158740.2701,7,Downtown,Developed,10,Banquet,4,Westley,CA
